id,glosa
1485,asociada al cargo
1486,auditor interno
1487,docente basica
1488,velar por el buen funcionamiento de la maquinaria asegurándose del cumplimiento de la normativa legal ambiental y mecánica
1489,dependiente de mostrador
1490,a
1491,supervisor tecnico de terreno
1492,labores agricolas en general
1493,desplegar toda acción que fundadamente la dirección yo jefatura técnica del programa le asignen y esté en relación con el sistema de atención del el programa especializado en maltrato y abuso sexual grave prm pacha kanchay
1494,administrar procesos aplicar procedimientos y organizar las actividades de la unidad bajo su responsabilidad gestionando recursos y supervisando al personal bajo su dependencia en los casos que compete para el cumplimiento de metas y objetivos
1495,promotor servicio tienda j45
1496,combatir incendios forestales controlando y extinguiendo al fuego en forma efectiva de acuerdo al plan de ataque instruido aplicando métodos de combate utilizando las herramientas y equipos necesarios y cumpliendo con las normativas de prevención de accidentes laborales
1497,gestionar el adecuado proceso de cierre de créditos de bc administrar adecuadamente los recursos financieros e insumos asignados a la oficina responder de manera oportuna a las distintas solicitudes de las gerencias y oficina gestionar solicitudes de socios organizar espacios físicos y recursos
1498,conductor de buses de transporte urbano de pasajeros en los vehículos de su empleador
1499,funciones propias del cargo de docente
1500,descripcion general el personal de aseo intermedio es una posicion esencial en nuestra organizacion responsable de mantener la limpieza y la higiene en todas las areas de la empresa este rol requiere un alto nivel de atencion al detalle eficiencia y compromiso con las normas de salud y seguridad
1501,ser responsable  por la entrega  oportuna del dibujo del  proyecto asignado  por el  ingeniero o informar con antelación  que  el  dibujo  del  proyecto está con retraso tener claro las prioridades   del  día  ingresos  envío de proyectos  etcy las demás que menciona el contrato de trabajo
1502,el trabajador se compromete a realizar el trabajo de ingeniero civil prestando sus servicios en la obra oficina central o en cualquier obra donde el empleador lo requiera dentro de la ix región
1503,el trabajador se compromete a efectuar el trabajo de guardia de seguridad privada en instituto de prevision social ubicado en calle calama n1149 ciudad de victoria todo conforme a las normas y reglamento interno de la empresa pudiendo ser traslado a otro domicilio
1504,responsable de apoyar en la gestión de los distintos procesos de desarrollo organizacional y en el diseño e implementación de iniciativas estratégicas de cambio en servipag desarrollar todas las acciones tareas o funciones propias o inherentes a su cargo
1505,paramedico
1506,asistir a reuniones asistir a reuniones periódicas y sesiones informativas diarias es una responsabilidad clave del capataz supervisar las operaciones en el sitio una parte clave de las funciones de un capataz incluye la supervisión de todas las operaciones llevar registros de salud y seguridad
1507,el trabajador se compromete y obliga a desempeñar labores de limpieza canal pudiendo realizar otras funciones como desbrote arreglo racimo postura gorro etc
1508,instalación materiales de construcción cielo falso revestimientos cubiertas y persianas
1509,mantencion  de maquinaria
1510,las funciones se detallan en el descriptor de cargo
1511,ejecutar y administrar el proceso de postulación y renovación de becas y beneficios estudiantiles participar en reuniones técnicas de programación y capacitación reportar estado de avance de alumnos o familiares que atienda ejecutar atención diaria en forma presencial y telefónica orientación
1512,realizar los procesos asociados a la recepción entrega y control de combustible entregado a la flota de vehículos de la empresa con el propósito de contribuir a la operativa de los procesos e instalaciones de abastecimiento de combustibles y a la satisfacción de los clientes internos
1513,realizar aseo y limpieza de los espacios comunes
1514,vendedor en terreno
1515,sin perjuicio que deberá también efectuar todas aquellas labores similares necesarias para el buen funcionamiento del establecimiento asignado en consecuencia el empleador podrá alterar el sitio o recinto donde deban prestarse los servicios en conformidad al artículo 12 del código del trabajo
1516,labores agrícolas tales como raleo cosecha podalimpieza y todo lo derivado de la agricultura en general
1517,asistente dental
1518,tripulante
1519,controlar el ingreso y salida de personas y vehiculos por los accesos habilitados del centro de trabajo asignado realizar rondas de control perimetral interno del centro de trabajo asignado de acuerdo a frecuencia y procedimientos establecidos reportarse al centro de control de mso
1520,dirigir el laboratorio en cuanto a normativa aplicable plan de muestreo y controles vigentes de acuerdo sgi de calidad y sst asegurar la calidad de la mezcla asfáltica en caliente supervisar e instruir a su equipo de trabajo velando por el desarrollo e integridad de las personas
1521,supervisor dcs
1522,cumplir estrictamente con los manuales de operaciones y procedimientos propios de la empresa y de otros que existan relacionados con el giro de la empresa o que se confeccione en el futuro cumplir los procedimientos y estándares se servicio calidad e imagen definidos por la compañía
1523,ayudante calibradora
1524,funcion de acuerdo a descripcion de cargo
1525,atención promoción y conclusión de venta en cada tiendarealizar todas las tareas relacionadas con las ventas de productosrealizar las tareas relacionadas con el manejo de efectivo cobro de precios de los productosbrindar un excelente servicio y atención a los clientes en la tienda
1526,lunes a sabado
1527,realizar labores de  raleador manual de  árboles frutales y otros trabajos a fines
1528,diseñar implementar y evaluar el proceso de enseñanza aprendizaje sobre la disciplina que enseña considerando el contexto y las características de sus estudiantes formulando estrategias diversificadas para que todos sus estudiantes aprendan
1529,realizar labores de mantencion  de acuerdo a lo que indica el perfil de cargo
1530,mantener al adulto mayor aseado alimentado y confortable durante su estadía en el hogar asegurando dignificar su vida en el plano terrenal y espiritual de manera independiente al estado de salud que tenga el residente asimismo demostrar en todo momento cordialidad respeto y disposición
1531,realiza llamados de cobranza entrega informacion de deuda y registra en el sistema acuerdos logrados
1532,1plantado2cosecha3polinización de flores4riego y mantención de plantas5llenado de bolsas
1533,los servicios a que se obliga el trabajador incluyen y se extienden a todas aquellas acciones funciones o labores que exigieren la naturaleza actual o futura de dichos servicios así como la naturaleza actual o futura de las actividades de la empresa
1534,el trabajador en el desempeño del cargo y sin perjuicio de las funciones y obligaciones que sean propias o inherentes a su ejercicio  asi como aquellas funciones señaladas en el reglamento interno otro reglamentos políticas procedimientos yo instrucciones que a su respecto imparta la empresa d
1535,cortar doblar amarrar e instalar acero
1536,auxiliar de bus
1537,obrera profocap
1538,tiene como misión ejecutar diversas labores en colaboración con los procesos de mantenimiento de sistema de armas tanto como en los talleres de línea de armado electricidad grupo moto propulsor pintura y carpintería metálica de famae
1539,se deja expresa constancia que el trabajador por su responsabilidad y rango del cargo tendrá la misión de resguardar el orden tomar decisiones dirigir las funciones del personal tomar iniciativas propias dentro de los marcos establecidos por la empresa como también los que se enuncian como
1540,seguridad control de accesos rondas
1541,funciones inherentes al cargo
1542,recepcionar y despachar los insumos al área de producción y colaborar en la recepción física de proveedores de acuerdo al procedimiento de recepción y despacho de insumos de producción con la finalidad de contribuir a la correcta administración de los materiales dentro de la bodega
1543,apoyar y gestionar tramites internos y externos de la empresa velar por el mantenimiento de aseo de oficina comercial
1544,ordenar y archivar documentos contestar telefono responder correos electrónicos ayudar en lo que se le pide acorde al area
1545,obrero agricola
1546,funciones propias como operario en el servicio mantención areas verdes y aseo espacios públicos
1547,persona encargada de velar por la correcta información al público respecto de los precios de los productos que actualmente se exhiben y comercializan dentro del establecimiento respectivo en el cual desempeña sus funciones como asimismo velar por la mantención de un adecuado stock de mercaderías
1548,el operario de via será el responsable de ejecutar los trabajos de las distintas actividades relacionadas con trabajos ferroviarios encomendadas por el mandante
1549,ayudante obras civiles y maestro segunda
1550,manipuladora de alimentos
1551,captar ventas a través de las distintas visitas a clientes en terrenos con el fin de incrementar las ventas dela sucursal a la que pertenece pudiendo así lograr las metas establecidas
1552,asistir al maestro y supervisor eléctrico en la preparación e instalación de los sistemas eléctricosde acuerdo a procedimientos de la operación y exigencias de la normativa eléctrica legalconforme a normativa vigente y alineada a su vez con la política de calidad y de seguridad y salud ocupacional
1553,responsable de proporcionar información verbal telefónicamenteentregar información de nuevos productos o beneficios a titulares rescatar información del titular con el objetivo de mejorar servicios yo productos
1554,mecanico especialista
1555,armador y soldador de tablerosgabinetes eléctricos y otras estructuras metálicas corte y plegado de planchas metálicas apoyo proceso pintura  otras tareas inherentes a su cargo
1556,deberá realizar la recepción ordenamiento distribución y rendición de correspondencia boletas facturas paquetes y todo aquello que el empleador le asigne para su reparto con prueba de entrega mediante capturador de datos yo dispositivo móvil
1557,funciones relativas al cargo de conductor operativo
1558,asesor soma técnico
1559,se
1560,asistente de calidad
1561,funciones asignadas por el capitan de la nave
1562,consistiendo su función en la limpieza y  mantención del área de producción yó oficinas ubicadas en barros arana 244 además del aseo y limpieza de baños e interior del local en caso de cambio a otra sucursal se realizará la mantención del aseo del sector de producción escalera  lavado de bandej
1563,encargado de realizar los trabajos entregados por el capataz o supervisor en la ejecución de la construcción siempre en busca cumplir con las labores encomendadas y en los plazos estipulados
1564,manager
1565,informar a los alumnos nuevos prospectos y matriculados sobre los beneficios estudiantiles para el prox año académico ejecutar el ingreso de información al sistema crm y a carpeta física de alumnosejecutar actividades de orientación y seguimiento relativas a la documentación a  presentar
1566,trabajador agricola
1567,0
1568,tornero
1569,gestión de calidad relativa a las instalaciones desarrollo de protocolos asistencia a inspecciones gestión y seguimiento de kpis actualización diaria de trackers y elaboración de informes sobre estado de paquetes en obra
1570,trabajo de jornal obra mirador de la frontera viii
1571,1 gestionar venta de productos de telecomunicaciones potabilidad pre pago se entenderá por este realizar las ventas correspondientes a nuestro cliente especialmente telefónica chile y movistar2 cumplir con las metas de ventas mensuales que serán informadas mes a mes por su supervisor
1572,operador de maquinaria agricola y labores agricolas  en general
1573,ejecutar el plan de trabajo estipulado por su jefe directo realizar excavaciones con chuzo y picota extraer material de excavaciones con pala carga descarga transporta y almacena diversos materiales carga y descarga camiones o colosos para transporte de materiales
1574,mecánico operador puente grúa
1575,mantener orden y limpieza sala de venta y bodega
1576,todas las cosas que emanan precisamente de la naturaleza de la obligación o que por la ley o la costumbre le pertenecen por lo tanto deberá realizar todo aquello que sea conducente al adecuado y eficiente desarrollo de sus labores y que su cargo de encargada de post venta le exijan
1577,aplicar normas procedimientos administrativos y disposiciones establecidas para el desarrollo de sus funciones desempeñar las demás funciones que conforman su cargo y las encomendadas por su jefatura
1578,jefe de operaciones elins
1579,funciones principales asegurar y ejecutar el cumplimiento de los programas de logistica preparar y despachar productos materias primas insumos segun corresponda respetar las normas de seguridad y de prevencion de riesgos mantener su area de trabajo ubicaciones de picking transito otras  en
1580,diseña planifica coordina y supervisa los trabajos para la reparación y construcción naval
1581,coordinador a programa postgrado
1582,gestionar las iniciativas de su unidad entregando información respecto de prioridades a través de la evaluación de cada una de ellas gestionar al equipo de trabajo a su cargo con el fin de cumplir con los objetivos propuestos para el área que dirige
1583,manipulación conservación y venta así como de la elaboración de los productos cárnicos derivados para consumo humano o uso industrial
1584,administracion
1585,desramar y trozar los árboles volteados
1586,encargado de riego y cuidado de plantas en vivero
1587,las funciones de ella trabajadora serán las contenidas en el anexo denominado funciones
1588,el trabajador se compromete a realizar de manera  principal el   trabajo de operario  aseo ornato de ares verde en los  cementerio baquedano y cuatro vientos
1589,conductor de camion
1590,asistente dental
1591,atencion al publico y aseo en el local que se le designe
1592,el objetivo principal del cargo es hacer y mantener el aseo e higiene de la planta de proceso y de sus areas anexas
1593,según contrato
1594,según contrato
1595,supervisor de terreno
1596,mantenedor especialista electrico mina
1597,concurrir diariamente al trabajo y dar estricto cumplimiento al horario laboral estipulado bdesempeñar las labores que se le encomienden en forma fiel y eficiente debiendo cumplir las órdenes de sus superiores a cargo
1598,auxiliar de aseo
1599,jefe de cocina y manipuladora de alimentos local comercial
1600,funciones de jefe de taller
1601,realizar de forma correcta la marcación y cobro de productos adquiridos por los clientes registrando los medios de pago en el sistema según los procedimientos establecidos por la empresa para los distintos medios de pago velando por un óptimo servicio al cliente y la circulación expedita de las c
1602,operador de huincha en aserradero
1603,labores de granja avicola y ayudante transporte carga
1604,asistente de aula
1605,desarrollar las actividades necesarias para producir madera en la faena forestal considerando las medidas preventivas del covid19 y las medidas de prevención de riesgos estipuladas por la empresa
1606,lijado en banco  revisión del estado final de piezas de madera y realización de las tareas necesarias para obtener un acabado de calidad
1607,registrar facturas de compra en el sistema contable y validar el registro de similares que realicen otras áreas validando fecha contable y de pagorecibir facturas de proveedores y tramitar su pagotramitar solicitudes de chequesingresar movimientos de personal en el sistema de remuneraciones
1608,ejecutar labores de operaciones unitarias mineras u de obras civiles de acuerdo a procedimientos de trabajo y estándaresestablecidos en base a las instrucciones entregadas por la supervisión de la obra
1609,supervisor muestreralaboratorio
1610,tractorista
1611,funciones detalladas en reglamento interno
1612,carga y descarga de mercaderiascontrol de mercaderiaqsmanejo de camiones de la empresa
1613,con sujeción a la definición de funciones estipulados en el reglamento interno de orden higiene y seguridad el cual declara conocer y alas políticas e instrucciones que el empleador le imparta
1614,apoyo al docente para el aprendizaje de los estudiantesapoyo en el transporte escolar
1615,educador diferencial pie
1616,operario
1617,ayudante de perforo
1618,operador de packing durante la faena proceso cereza dia bajo dependencias y subordinación del empleador en la cual incluye las labores de preparación de materiales de embalaje packing embalaje de frutas armado de cajas preparación de materiales de bodega trabajos en cámaras de frio control
1619,labores de packing
1620,desarrollo de protocolos e informesestudio y actualización del estado del arte de áreas requeridasdesarrollo y mejoramiento continuo de dispositivos de deteccióndirección y desarrollo de protocolos de cultivo microbiológico según requieran los proyectosdiseño e implementación de nu
1621,jornal general
1622,reducir muestras y sacar testigos refinador y muestra para reparar efectuar limpieza de máquina pulverizador pulverizar muestras termizar el total de muestras empaquetar e identificar muestras
1623,jefe de sucursal
1624,efectúa tareas de simplificación y estudios de medición y preparan manuales de operaciones y de procedimientos para colaborar con la administración con el fin de alcanzar un nivel de operación más eficiente y efectivo
1625,labores de garzona en local comercial
1626,promover ofrecer y vender las mercaderías del empleador ordenar el sector o lugar o donde ellas se mantengan yo exhiban u ofrezcan manteniendo el lugar y las mercaderías en óptimo estado de orden y presentación desarrollar todas las labores inherentes a sus funciones de ventas
1627,secretaria de atención de público ingreso de ordene venta de bonos entre otras funciones administrativas detalles en anexo descriptor de cargo
1628,manipulacion de alimentos mantenimiento de la limpieza e higiene de las dependencias
1629,es el responsable de hacer cumplir todas las normativas vigentes que rigen la materia  y el cuidado del entorno ambiental en donde desarrollemos nuestros trabajos
1630,servicios de aseo y ornato
1631,desempeñar durante su turno de vigilancia y proteccion de lugares recintos y bienes que le asignen en area de trabajo y desempeño efectuar rondas en el recinto punto de custodia cubriendo las areas asignadas para prevenir y detectar cualquier actividad que afecte el orden y seguridad del recinto
1632,diseñar e implementar soluciones de software de acuerdo a los estándares de la empresa estudiar nuevas tecnologías y definir la forma de aplicarlas en el proceso de desarrolloofrecer un soporte de segunda línea ante escalamientos de problemas relacionados con desarrollos de software
1633,conductor de vehiculo de  transporte asignado  y el recorrrido determinado por la empleadora en toda la zona geografica comprendida en las regiones v vi y metropolitana atendiendo la naturaleza de los servicios prestados por el empleador
1634,aatención de público recepción de pedidosbpreparación y servicio de alimentos bebestibles y en general de todo producto que expenda el local para venta al públicocmantención de las condiciones de orden higiene y seguridad del lugar de trabajo
1635,crear y preparar tragos que sorprendan a los clientes y estos perciban que las bebidas consumidas son únicas y especiales seduciéndolos con sus sabores y generando una experiencia de sensaciones y emociones inolvidables
1636,proceso cereza fresca
1637,debe cumplir con eficiencia y oportunamente todas las funciones inherentes a su cargo y además las que indique su jefe directo relacionadas con el servicioel trabajador deberá cumplir todas las funciones afines a su cargo sin que esta enumeración sea taxativa actitud de alerta confidencialidad
1638,entre sus funciones esta confeccionar elementos solicitados para actividades y lo que requiera el programa
1639,apoyo administrativo
1640,realizar la distribución diaria de la correspondencia y paquetería en el cuartel sector o zona geográfica de su responsabilidad con el fin de garantizar la entrega en los plazos estipulados y requeridos por los clientes de acuerdo a la oferta comercial y los procedimientos establecidos
1641,labores agricolas
1642,realizar servicios de seguridad en las instalaciones asignadas a su responsabilidad para prestar protección a las personas y bienes bajo su cuidado mediante acciones preventivas que permitan limitar el accionar de los delincuentes
1643,ejecutar coordinadamente según los requerimientos del punto de venta las actividades que involucran la atención integral del cliente esto es la venta el pago y el empaque de los productos vendidos en el local como también de la reposición y aseo de todas las secciones y dependencias del local
1644,las funciones del trabajador en el ejercicio de su cargo además de aquellas que son propias de la naturaleza e inherentes al cargo que desempeña serán entre otras las siguientes responsable principal de mantener la maquinaria a cargo en óptimas condiciones de operación realizando revisiones di
1645,el trabajador estará orientado a mantener la muestra de hogares designada velando por la atención entregada a los panelistas y contribuyendo así a su retención realiza la retroalimentación semanal de información de los hogares asignados de acuerdo con los estándares de calidad y tiempos establecid
1646,ejecutar diversas labores de procesamiento y otros
1647,en el ejercicio de su cargo el trabajador tendrá como función administrar los recursos y el grupo de trabajo que se le ha asignado y que podrá comprender a maestros ayudantes y jornales para lograr los resultados esperados en plazos costos calidad
1648,limpieza de servicios o áreas asignadas por ej lavado decapado abrillantado de pisos etclimpieza de vidrios a la altura de la manoregar jardín áreas verdesbarrido de patios interiores y exterioresretiro de residuos reas de acuerdo al contratotrasladar residuos domésticos a acopio
1649,nivelacion de terrenofabricacion e instalacion de moldajes de fundaciones y murosfabricacion e instalacion de tabiqueria de vulcometal y maderafabricacion e instalacion de cerchas vulcometal y maderaterminaciones de moldajes puertas ventanas y todo lo relacionado con terminaciones de la obra
1650,ejecutar las labores agrícolas y operador de tractor en viñedos de vspt
1651,según contrato
1652,secretaria
1653,operario packing
1654,coordinar y ejecutar los procesos de servicio a clientes a fin de que se realicen oportunamente de acuerdo a las condiciones estipuladas por la empresa y a la normativa legal vigente debe contar con conocimientos básicos de word y excel y conocimientos técnicos de legislación del consumidor y de
1655,otorgar transparencia en su responsabilidad al momento de ejecutar procesos transmitir de forma oportuna algún error en los procesos ejecutados  verificar o validar con las herramientasprovistas la información registrada en las solicitudes de retiro
1656,procesamiento elaboracion y embalaje de productos para la fabricacion de conservas
1657,deberá desarrollar las labores de promoción colocación venta entrega de pólizas a los clientes ejecución de labores de atención al asegurado cobro de primas de las pólizas de seguros contratadas participar en campañas de fidelización de clientes ejecución de labores de mantención de seguros
1658,ejecucion de clases virtuales presenciales participacion de reuniones capacitaciones
1659,recepción prealertaanálisis de la documentaciónapertura del despachodetalle en anexootros
1660,tractorista operario retroexcavadora forraje novillos mantencion maquinaria agricola
1661,elaboración de alimentos
1662,atender a clientes
1663,apoyar labor de inspectoría general ocupándose de velar por el adecuadocomportamiento de los alumnos orientándolo en sus conductas y actitudes de acuerdo a lo establecido en el reglamento interno de convivencia escolar
1664,operario
1665,segun cargo lo indica
1666,tens
1667,responsable de coordinar instruir y supervisar las diversas operaciones de frigorífico para el correcto control y manipulación de producto terminado de acuerdo con los fines normativas nacionales internacionales y políticas vigentes de la empresa
1668,resguardo y control de seguridad de accesos al edificio vigilar el apropiado funcionamiento de equipos registro de visitantes y anuncio a propietarios registro en el libro de novedades exigir a los residentes de cumplimiento de las disposiciones reglamentarias del edificio y csam
1669,acordes al cargo
1670,lavado de bandejas
1671,desarrollar y mantener actualizados los procesos de gerencia tecnica  liderar procesos control de la gestion de la empresa
1672,diseñar politicas  generales de ventas y marketing  elaborar estrategias definir objetivos y metas de acuerdo a las necesidades de la empresa entre otras
1673,inherentes al cargo
1674,trabajador encargado de realizar actividades básicas de mantenimiento y proceso de la agricultura actividad ganadera y forestal
1675,guardia de seguridad
1676,aplicar normas procedimientos administrativos y disposiciones establecidas para el desarrollo de sus funciones desempeñar las demás funciones que conforman su cargo y las encomendadas por su jefatura
1677,executive assistant
1678,según contrato
1679,labores agricolas
1680,contenidas en contrato de trabajo
1681,controlar recepción y despacho de productos en bodega en base a registros y al stock para asegurar el adecuado funcionamiento de los procesos de almacenamiento entrada y de salida
1682,atender en transacciones de venta y postventa con altos estándares de calidad definidos por la compañía asegurando la excelencia en el servicio cumplimiento con el protocolo de atención y políticas comerciales sus tareas son entre otras vender todos los productos o servicios determinados por l
1683,labores generales agrícolas
1684,ejecutar los diversos servicios de análisis de laboratorio relacionados con la composición propiedades y reacciones de los elementos químicos y físicosque forman las muestras implica efectuar metodologías a todo nivel de complejidad y ser el responsable del cumplimiento de las políticas y normas
1685,supervisar el buen funcionamiento del frente de cajas realizando cuadraturas de gavetas constantemente prestar apoyo a cajeras con el fin de entregar soluciones efectivas a clientes y personal a cargo
1686,apoyo en construcción planta externa e interna de fibra ópticafusión de filamentos de fibra óptica de acuerdo con las normas y las prácticas de esta materia
1687,coordinar y supervisar el desarrollo de procesos a su cargo dentro de una unidad de negocio o área atendiendo a áreas usuarias clientes internos o como parte de un proceso mayor
1688,hacer trabajos en torno
1689,planificar y dirigir los recursos del contrato con el fin de conseguir una serie de objetivos relacionados a la mantencion de activos debe conocer todos los procesos internos de la organizacion y de los clientes con el fin de velar tanto por el recurso humano como los activos de la empresa
1690,realizar la manipulación de materiales maquinaria y equipos para la fabricación envasado y almacenamiento de productos realizar labores de limpieza en su lugar de trabajo y preocuparse de la higiene del entorno además del cumplimiento de los procedimientos de la empresa
1691,auxiliar de produccion y planta
1692,aseo y limpieza integral
1693,desarrolar gestiones de mejoras en los procesos en las diferentes areas de la empresa
1694,ayudar el lavado de cabello limpiar etc
1695,funciones y responsabilidades de gestión operación  gobierno mantenimiento maniobras estiba y estabilidad de la nave y su carga en conformidad con las instrucciones que imparte la autoridad marítima
1696,atención de público matrícula toda otra actividad relacionada con el giro de la empresa
1697,cuyo objetivo consiste en coordinar supervisar y administrar de manera eficiente todos los recursos y servicios disponibles en nuestras instalaciones dando cumplimiento de manera irrestricta a la normativa legal vigente asegurado además una calidad óptima en cada uno de los servicios impartidos
1698,realizar maniobras de cubierta
1699,colaborar con el proceso educativo y la convivencia escolarvelar por el cumplimiento del reglamento de convivencia escolar vigilando el comportamiento de los alumnos en todas las actividades y rutinas del establecimiento orientándolos en su conducta y actitud
1700,conserje
1701,apoyo en servicios administrativos en municipalidad de puchuncavi
1702,apoyar la gestión de ventas específicamente materializando lo acordado por el kam con el cliente coordinando el correcto cumplimiento de las órdenes de compra recepcionadas asegurando a los clientes la entrega de productos en plazo y calidad de servicio definido por arauco para sus clientes
1703,auxiliar
1704,funcion o cargopor el presente instrumento el empleador contrata al trabajador quien acepta prestar serviciosen edificio piamonte gg ubicada en av guanaco norte 2001 comuna de huechuraba ciudad desantiago desempeñando labores de maestro rematador sin embargo el empleador podrádestinarl
1705,mantenedor principal mecanico mina
1706,secretaria
1707,manipuladora de alimentos
1708,cajera vendedora
1709,docente de aula
1710,tecnico en parvulo
1711,trabajos menores en construccion
1712,analista de calidad
1713,asistir en todas las tareas que la gerencia de comunicaciones le solicite
1714,aejecutar las labores propias de su cargo bcumplir las funciones y labores específicas encomendadas por su jefatura  cvelar por la seguridad propia de las maquinarias y del recinto
1715,pintado de cortes de podapintado de cortes de sierpeshilerado de restos de poda
1716,conductor
1717,vendedor
1718,asistir en el proceso de elaboración de alimentos al interior de los casinos asociados a las áreas de educación empresas e industrias apoyar la limpieza y orden de las instalaciones en su totalidad  colaborar en tareas puntuales que se le asignan en relación al casino procurando desarrollarlas
1719,jornal exterior
1720,participar en la elaboración del programa del cierre contable respondiendo por su desarrollo y cumplimiento efectúa imputaciones contables de carácter rutinario de acuerdo a procedimientos establecidos
1721,funciones de trabajador agrícola
1722,provee servicios y apoyo a residencial para atención de huéspedes
1723,ejecutivo a
1724,administrador
1725,labores productivas
1726,coordinar con producción envasado de productos emitir informes contables del área  ventas recepcionar notas de ventas del dia emitir orden de compras y adquisiciones de envases coordinar emision de notas de creditos revisar rendiciones de facturas vencidas emitir documentos de pagos  a chofere
1727,el trabajador desarrollara sus funciones a bordo de las naves que el empelador le encomiende prestar servicios sean estas propias o de terceros cualesquiera sean los puertos o zonas geograficas de operación de conformidad a lo pactado entre ambos y de acuerdo a la respectiva descripcion de cargo
1728,inspector de calidad
1729,operador de packing
1730,ejecutar diversas labores de procesamiento y otros
1731,liderar controlar y gestionar la implementación de proyectos de ti que apoyen a las líneas de negocios de la compañía manejo de equipos de trabajo internos y externos proveedores gestión y control de plazos calidad y costos de proyectos asesoría al cliente interno
1732,funciones inherentes a su cargo
1733,profesora de educadora de párvulos de nt1 prekinder con un total de 32 horas
1734,preparar el box dental al inicio de la jornada entre pacientes y después de la atenciónverificación de agenda en sistema y revisión de pacientes en espera para entrar a boxllamar a paciente para ingresar a box asistir si paciente tiene dificultad para desplazarseasistir al profesional
1735,segun contrato
1736,administracion
1737,con sujeción a la definición de funciones estipulados en el reglamento interno de orden higiene y seguridad el cual declara conocer y alas políticas e instrucciones que el empleador le imparta
1738,transportes de carga por carretera
1739,tractorista
1740,confeccionar instalar y descimbrar moldajes de casas vigas y escaleras trabajos en madera y materiales derivados
1741,apoyar la gestión de ventas del portafolio de davinco spaparticipar en el diseño de las soluciones que se requeridas por los clientescomprender nuevas tecnologías que puedan ser incorporadas en el portafolio de davinco spa y proponer nuevas ideastrabajar una cartera de clientes definida
1742,mantención de caseta de riego pogramador de riegoy fertirrigación
1743,maestro electrico
1744,el trabajador desempeñara la función o el cargo de cocinero
1745,operador pala
1746,manejar el vehiculo del o hacia el lugar de trabajoverificar cada vez que se utilice el camion  que la maquina se encuentre en optimas condiciones para su uso mantener documentacion al dia licencia municipal licencia interna y cedula de identidad
1747,labores doccentes administrativas y de jefatura de curso
1748,supervisor
1749,dentro de sus principales funciones serán planificar organizar y dirigir eficientemente los recursos de las unidades mineras a su cargo así como liderar la gestión integral del proyecto identificando sus principales stakeholders y riesgos que impacten su resultado
1750,profesional de la educacion responsable de llevar a cabo los procesos sistematicos de ensenanza y formacion lo que incluye el diagnostico la planificacion ejecucion y evaluacion de dichos procesos y actividades educativas complementarias que tienen lugar en la ensenanza de este proceso
1751,reponer los productos según las pautas de exhibición definidas ejecutar los cambios solicitados por sus superiores realizar actividades de promoción realizar pedidos  sugeridos retirar productos desde recepcion
1752,cocinar
1753,apoyar en la gestión de la dotación de personalcolaborar con la gestión de la documentación asociada a la contratación de personal para cada una de las áreas de la empresa
1754,raleo  manzanos
1755,guardia
1756,docencia en el aula y actividades de colaboración complementarias  de proceso educativo en los recreos y en el establecimiento
1757,operador mecánico
1758,según contrato
1759,guia de inglés
1760,auxiliar de aseo
1761,el trabajador se obliga a cumplir las instrucciones que le sean impartidas por su jefe inmediato así como cumplir las normas generales que se le indiquen y las estipuladas en el reglamento interno
1762,debiendo realizar funciones en las distintas áreas de la empresa y labores inherentes propias del cargo labor que deberá ser ejecutada en el sector de ruta 240 km 10 camino aysénchacabuco
1763,ordenar la madera en pallets según dimensiones solicitadas facilitando así el almacenamiento y posterior envío a la cámara de secadoespecificar el tipo de madera etiquetando los pallets para facilitar la diferenciación y orden de los paquetesutilizar sus implementos de protección personal
1764,supervisor estacion de servicio combustible
1765,ejecutar la operación de la gama más diversa de equipos mineros
1766,procesos de fruta packingpoda  rozar palto
1767,cumplir con las labores que disponga el empleador o sus representantes en la incubación vacunación sexaje aseo carguío transporte de huevos y aves etc
1768,apoyo en aseo
1769,vendedorreponedor
1770,las funciones corresponden a todas las tareas propias e inherentes del cargo entendiéndose por tales todas las que según la práctica naturaleza o descripción respectiva le corresponden al cargo de jefe turno mina
1771,docencia de aula y actividades de colaboración complementarias al proceso educativo y recreos
1772,apoyo auxiliar de aseo
1773,asistente de preventa y post venta de soluciones de la empresa
1774,maestro de cocina
1775,custodiar dependencias de casa patronal
1776,trabajador cumple funciones como auxiliar de aseo
1777,auxiliar de aseo
1778,observar controlar imanes y manejar insumo instrumental clínico odontológico bajo la supervisión y liderazgo del odontólogo alineados a los procesos generales de la empresa
1779,secretaria de gerencia recepcion de clientes proveedores informes bancos y todo lo relacionado a instrucciones de gerencias
1780,el trabajador se compromete a ejecutar la labor de  cajera y atendedora de upita en servicentro aysen patagonia limitada en la sección expendedoras de combustible líquidos o cualquier otro similar que le encomiende el empleador en la estación de servicios ubicada el km 1 camino aysen coyhaique
1781,br 1realizar periodicamente controles de riesgos y participar activamente en las operaciones supervisando y corrigiendo en terreno sobre las labores a realizar garantizando la prevencion de incidentes y accidentes con la finalidad de disminuir la tasa de errores asegurando la continuidad opera
1782,el administrativo de faena deberá coordinar y ejecutar todas las actividades inherentes al área de recursos humanos tales como  el mantenimiento y control del personal otorgar seguridad y comodidad necesaria a los trabajadores para que puedan realizar sus funciones sin problemas
1783,desarrollar y modificar herramientas yo aplicaciones tecnológicas de acuerdo a los requerimientos del cliente
